uid,svt,updated_millis,user_uid,baby_uid,type,start_millis,notes,group_uid,end_millis,pause_millis,duration,left_duration,right_duration,in_progress,side,pee,poo,hair_wash,temperature,volume,amount,amount_unit,reaction
jrbfknmjeGAK88347743546852538781,1656724497134,1656724497807,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1656724497225,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
moYCL355532844364564672372462684,1656724498664,1656724499357,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1656724498394,,,0,0,0,0,0,0,,0,0,0,0.0,180.0,0.0,,
wmvnaudamjqeesbppTDGPNW553686700,1656758824923,1656758825700,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,sleeping,1656726694794,,,1656758825700,0,32130906,0,0,0,,0,0,0,0.0,0.0,0.0,,
psypaqegVH1661188287863841712206,1656731702178,1656731701974,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1656729143676,,,0,0,0,0,0,0,both,0,0,0,0.0,320.0,0.0,,
rdWFHYIAUCCEJKQEQGED810886342627,1656759447410,1656759448137,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1656758884532,,,1656759448137,0,563605,0,0,0,,0,0,0,0.0,0.0,0.0,,
hnxkicymheokhvembcXFMJDFJBQB8521,1656759807114,1656759807880,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1656759660044,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
jsQ25208888155047450107360252404,1656761217978,1656761218704,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1656759811631,,,1656761218704,0,1407073,0,0,0,,0,0,0,0.0,0.0,0.0,,
gktruxXOCGQJOHYUDKTVPRBVNA084375,1656762620961,1656762621331,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1656761296660,,,0,0,0,0,0,0,,0,0,0,0.0,210.0,0.0,,
lNMQ0366254500517757607477422068,1656765565075,1656765564929,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1656763564829,,,0,0,0,0,0,0,both,0,0,0,0.0,380.0,0.0,,
iijRRABHRDTIJ6186434826801166241,1656764992178,1656764992958,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1656764991475,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
ihnjfnwaogwEPBE15060335326127533,1656768484585,1656768485382,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,sleeping,1656765780595,,,1656768485382,0,2704787,0,0,0,,0,0,0,0.0,0.0,0.0,,
LXEB2585001032545342278818011062,1656770114174,1656770114077,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1656769438063,,,1656770114077,0,676014,0,0,0,,0,0,0,0.0,0.0,0.0,,
ynhruFILMSLEMFBQJDRIRDA878871061,1656770916697,1656770917306,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1656770893629,,,0,0,0,0,0,0,,0,0,0,0.0,180.0,0.0,,
ifrabodKYFIPKMBQG284401174646173,1656774491648,1656774492455,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1656774491809,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
tqebdBFDXYG180357357372211818887,1656778826155,1656778826362,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,sleeping,1656775561904,,,1656778826361,0,3264457,0,0,0,,0,0,0,0.0,0.0,0.0,,
xxumhpfO122463702163883728422601,1656779316852,1656779317617,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1656779316648,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
uGMNJE63650157007601841831644308,1656781192451,1656781193250,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1656780125331,,,1656781193250,0,1067919,0,0,0,,0,0,0,0.0,0.0,0.0,,
RB063485837558176415617344686246,1656782421870,1656782421728,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,bottle,1656782417546,,,0,0,0,0,0,0,,0,0,0,0.0,190.0,0.0,,
NWWR7043231310286373226077664776,1656787579794,1656787580545,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,sleeping,1656785553563,,,1656787580545,0,2026982,0,0,0,,0,0,0,0.0,0.0,0.0,,
rrkmmjdENJ6406181844185013015080,1656787818024,1656787818798,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1656787818234,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
hugrhkqagrpmxemvvMPLAOEFWBKJRYP6,1656794582620,1656794583405,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,sleeping,1656791530053,,,1656794583405,0,3053352,0,0,0,,0,0,0,0.0,0.0,0.0,,
aliglypJCKFRVJ782875865350523086,1656796042304,1656796042143,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1656794206543,,,0,0,0,0,0,0,both,0,0,0,0.0,340.0,0.0,,
stG27258068778273225271515748057,1656795010625,1656795011170,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1656795010564,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
yoigchljiltujpyvoesjtKKCDTNEQP37,1656796464300,1656796465047,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1656796464008,,,0,0,0,0,0,0,,0,0,0,0.0,190.0,0.0,,
RHOTLQI7634272726476630048448567,1656802276925,1656802277245,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1656802275855,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
ghMQLLWIHECSAUDWDINXW06180635115,1656807421938,1656807422734,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,sleeping,1656805843049,,,1656807422733,0,1579684,0,0,0,,0,0,0,0.0,0.0,0.0,,
rfwvxCX4678003640763018743357487,1656808855177,1656808855577,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1656808851529,,,0,0,0,0,0,0,,0,0,0,0.0,180.0,0.0,,
vssqdckmibNXHIPEDV11612066181806,1656811938184,1656811938685,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1656810900000,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
esHKOG15117548833603552843228742,1656812453081,1656812453895,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,sleeping,1656811951357,,,1656812453895,0,502538,0,0,0,,0,0,0,0.0,0.0,0.0,,
jvsruejvhMCWRPLHFGLKUIGVCL072283,1656848585354,1656848585637,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,sleeping,1656812772519,,,1656848585637,0,35813118,0,0,0,,0,0,0,0.0,0.0,0.0,,
qgdbsgoeadetuqxfoF52440855702527,1656822563441,1656822563290,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1656820740000,,,0,0,0,0,0,0,both,0,0,0,0.0,330.0,0.0,,
MN068076507166805347888731661734,1656850454499,1656850455346,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1656848649192,,,1656850455346,0,1806154,0,0,0,,0,0,0,0.0,0.0,0.0,,
ggtnlaxvvrtvtWEVHTKVW12406153678,1656850802169,1656850802705,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1656850801650,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
degwtYLXSRVACBGLEQE6576538348212,1656850810910,1656850811818,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1656850811111,,,0,0,0,0,0,0,,0,0,0,0.0,180.0,0.0,,
wenM7651751566151106458682088438,1656854646860,1656854646705,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1656852659075,,,0,0,0,0,0,0,both,0,0,0,0.0,375.0,0.0,,
EIGCDUMGBE3854220570815372881347,1656857389694,1656857390554,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,sleeping,1656855600000,,,1656857390554,0,1790554,0,0,0,,0,0,0,0.0,0.0,0.0,,
GQDYPEB0766336117058220241824582,1656858913430,1656858914121,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1656858912241,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
elxsmgprudgwuNIY3167240253040282,1656860477300,1656860478203,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1656859695975,,,1656860478202,0,782227,0,0,0,,0,0,0,0.0,0.0,0.0,,
moMW3844081264770651527360383171,1656862088486,1656862089370,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1656860770265,,,0,0,0,0,0,0,,0,0,0,0.0,210.0,0.0,,
hvlqbsQHCUTTEUADD638744444776111,1656868654490,1656868654983,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,sleeping,1656864800436,,,1656868654982,0,3854546,0,0,0,,0,0,0,0.0,0.0,0.0,,
wlxvnfmirRBKULFUFPFJKRSB63655123,1656869406924,1656869406803,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1656869405529,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
hsOEAPPMPGQJTGFKXCNTNWOQPIINP656,1656872648106,1656872647998,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1656871030223,,,1656872647998,0,1617775,0,0,0,,0,0,0,0.0,0.0,0.0,,
txsuboqkdvVKBHQ24431138604753603,1656874434375,1656874434291,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1656872940000,,,1656874434291,0,1494291,0,0,0,,0,0,0,0.0,0.0,0.0,,
lcgH7033500873885111072546663614,1656873673798,1656873673682,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,other,1656873671103,,hnmOCWQVRJJDXEXNC186161778387521,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,,liked
ivvlegpLDBW427402548885582434101,1656874462518,1656874462385,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,bottle,1656874451230,,,0,0,0,0,0,0,,0,0,0,0.0,190.0,0.0,,
vbxpqkqvkklLTVQEWBCDDN3600170512,1656877816660,1656877816503,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1656876328717,,,0,0,0,0,0,0,both,0,0,0,0.0,280.0,0.0,,
qrCNGWIQYWLPQAPGUL18582417538868,1656885628923,1656885628747,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,sleeping,1656876564964,,,1656885628747,0,9063783,0,0,0,,0,0,0,0.0,0.0,0.0,,
ttclaalqlmlJNWKXLCYGO83362813676,1656886130974,1656886130745,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1656886130128,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
rLUETW21658226418387220476558247,1656888149580,1656888149440,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1656886132644,,,1656888149440,0,2016796,0,0,0,,0,0,0,0.0,0.0,0.0,,liked
64680255072888012072888801664018,1656888154222,1656888154072,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,bottle,1656888153190,,,0,0,0,0,0,0,,0,0,0,0.0,190.0,0.0,,
aoRQ6288472212565606026248668262,1656894450111,1656894450567,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1656892910608,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
ycXKYD00014863015220262535085587,1656892919289,1656892919084,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,bath,1656892917063,,,0,0,0,0,0,0,,0,0,1,0.0,0.0,0.0,,liked
pfkKTPGRNFPXFNEFJ346550407120477,1656894556487,1656894557340,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1656894554162,,,0,0,0,0,0,0,,0,0,0,0.0,130.0,0.0,,
iifslwuhqbkxwnlnqsschnpqmPMEEJ66,1656935271930,1656935271819,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,sleeping,1656895629892,,,1656935271819,0,39641927,0,0,0,,0,0,0,0.0,0.0,0.0,,
hpXDNPRYXCTCBKDDTJGPXTD502846056,1656907010257,1656907010078,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1656905400000,,,0,0,0,0,0,0,both,0,0,0,0.0,360.0,0.0,,
tgndumqhmmlsvGXRYDJSNMNCIRSWLOB7,1656938810724,1656938810569,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1656936304691,,,1656938810569,0,2505878,0,0,0,,0,0,0,0.0,0.0,0.0,,
sVT38184336417117866475281315508,1656936527996,1656936527862,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1656936527097,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
qjyQOMWG264506733526771787445118,1656936646853,1656936646745,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1656936641433,,,0,0,0,0,0,0,both,0,0,0,0.0,350.0,0.0,,
yFFUMBHVYU6510364285150715856144,1656938955194,1656938954997,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,bottle,1656938952391,,,0,0,0,0,0,0,,0,0,0,0.0,190.0,0.0,,
iruKR865124120165288532611741833,1656949393953,1656949393831,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,sleeping,1656943312420,,,1656949393830,0,6081410,0,0,0,,0,0,0,0.0,0.0,0.0,,
nnfxqgyyaaesfTJVUTTGSFQTV2437532,1656950578915,1656950578746,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1656950577746,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
idvhX854643135144818632232441560,1656952816727,1656952816586,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1656950580262,,,1656952816586,0,2236324,0,0,0,,0,0,0,0.0,0.0,0.0,,liked
bJM36740714866738663288704307353,1656952901055,1656952900856,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,bottle,1656952900170,,,0,0,0,0,0,0,,0,0,0,0.0,190.0,0.0,,
stdadxaiyxphVSYT4474132237514248,1656964115661,1656964115528,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,sleeping,1656956566392,,,1656964115528,0,7549136,0,0,0,,0,0,0,0.0,0.0,0.0,,
qxhgctyuPS8052637133051766620136,1656963066109,1656963065927,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1656963062841,,,0,0,0,0,0,0,both,0,0,0,0.0,330.0,0.0,,
rglgbabX587814737434008346664315,1656966186196,1656966185977,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1656965240993,,,1656966185977,0,944984,0,0,0,,0,0,0,0.0,0.0,0.0,,
rnuuifvfvM7620605270553226612512,1656965244271,1656965244107,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1656965243417,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
yhuyinrfidodpefVDRAVMFNOUI360335,1656966242592,1656966242414,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,bottle,1656966241562,,,0,0,0,0,0,0,,0,0,0,0.0,190.0,0.0,,
JCJ08214307824811183744867232488,1656972646583,1656972646484,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,sleeping,1656972120000,,,1656972646484,0,526484,0,0,0,,0,0,0,0.0,0.0,0.0,,
dqwkjjXWVSHCDMKHS178157656233451,1656973928643,1656973929587,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1656973928876,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
kfgOCBFWKNYOUICJVLPGWHJBQDL13707,1656977873980,1656977874510,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1656977872781,,,0,0,0,0,0,0,,0,0,0,0.0,180.0,0.0,,
rkV53217167474048158373643226845,1656979053365,1656979053197,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1656979051827,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
oyqounduBRJNC8223311184754285308,1656982822755,1656982823542,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1656982821997,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
qalfgaUKVPCBTLFMNDUVGYO437128848,1656982929030,1656982930086,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1656982927488,,,0,0,0,0,0,0,,0,0,0,0.0,130.0,0.0,,
ppgtmatrrfxwrnkvswelcnbVVOTR7221,1657021200801,1657021200747,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,sleeping,1656984370023,,,1657021200747,0,36830724,0,0,0,,0,0,0,0.0,0.0,0.0,,
ujtjjynskbmmrFOUMBOHTQFJG3304112,1656990756683,1656990756519,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1656989053360,,,0,0,0,0,0,0,both,0,0,0,0.0,320.0,0.0,,
fafumyicbGNOWWPNYKORPHHFUDSM8284,1657025064460,1657025064413,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1657021999319,,,1657025064413,0,3065094,0,0,0,,0,0,0,0.0,0.0,0.0,,
74031721621575565351523018875552,1657022002452,1657022002343,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1657022001523,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
awceqURHEYYYXJMEN766456867111326,1657024572957,1657024572778,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1657023593969,,,0,0,0,0,0,0,both,0,0,0,0.0,370.0,0.0,,
okwgeIC0260236718100481587110365,1657025068466,1657025068373,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,bottle,1657025065704,,,0,0,0,0,0,0,,0,0,0,0.0,190.0,0.0,,
xfUE0143470457655554217501783785,1657032314162,1657032314000,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,sleeping,1657029600000,,,1657032000000,0,2400000,0,0,0,,0,0,0,0.0,0.0,0.0,,
tQAH0605487276310873764511514404,1657036746142,1657036746040,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1657036000133,,,1657036746040,0,745907,0,0,0,,0,0,0,0.0,0.0,0.0,,
uebobPBDNHYASSC46612842081013682,1657036003221,1657036003062,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1657036001974,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
wrdriymuhaoXKGNDMDNPQ60481152203,1657038850453,1657038850328,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,bottle,1657036837042,,,0,0,0,0,0,0,,0,0,0,0.0,210.0,0.0,,
iwhkkdqgduJLGINXICXCQCCW77714285,1657043257960,1657043257793,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,sleeping,1657041180000,,,1657043257793,0,2077793,0,0,0,,0,0,0,0.0,0.0,0.0,,
bmtspgcnhxtehNX35420531814816082,1657045486671,1657045486427,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1657045485811,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
xcxnpgPOOKNXSTCBQXUPDUTEODUXKP16,1657046199166,1657046199044,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1657045844250,,,1657046199044,0,354794,0,0,0,,0,0,0,0.0,0.0,0.0,,
eklreeahnyydvsabitskxoopyvGKM847,1657047600347,1657047600243,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,bottle,1657046202803,,,0,0,0,0,0,0,,0,0,0,0.0,210.0,0.0,,
esgvGS13133425854744270704644368,1657049944514,1657049944341,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1657048713807,,,0,0,0,0,0,0,both,0,0,0,0.0,310.0,0.0,,
iXGUYGXV228272811213102824541343,1657052594982,1657052594878,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,sleeping,1657050900000,,,1657052594878,0,1694878,0,0,0,,0,0,0,0.0,0.0,0.0,,
ddjvjyhfxF3288451500731315627860,1657053370472,1657053370237,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1657053366211,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
wlgbgtcsgtbvcbkypxRK006300763740,1657055330921,1657055330725,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,bottle,1657055287547,,,0,0,0,0,0,0,,0,0,0,0.0,190.0,0.0,,
elBIKVJQVUYSHOVYQMMMAHC457688750,1657062943200,1657062943102,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,sleeping,1657060702380,,,1657062943102,0,2240722,0,0,0,,0,0,0,0.0,0.0,0.0,,
kKHNVN72506825877817112412786256,1657067765322,1657067766151,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bath,1657067764341,,,0,0,0,0,0,0,,0,0,1,0.0,0.0,0.0,,
vUYCQRQLYLPTSTNMLX30416515143814,1657067782417,1657067783557,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1657067782437,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
wG525400377087338078320148652855,1657069564213,1657069565314,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1657067797562,,,0,0,0,0,0,0,,0,0,0,0.0,130.0,0.0,,
srawUBGPAAQXXDGIT842478611780406,1657070821880,1657070822952,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,sleeping,1657070338422,,,1657070822952,0,484530,0,0,0,,0,0,0,0.0,0.0,0.0,,
nVMWSPCJELMKSE881604145577436502,1657104387964,1657104388870,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,sleeping,1657071346715,,,1657104388870,0,33042155,0,0,0,,0,0,0,0.0,0.0,0.0,,
lvnmdybBFRHPJYIECILWKRCXI2170431,1657074766074,1657074765923,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1657073347459,,,0,0,0,0,0,0,both,0,0,0,0.0,300.0,0.0,,
ubhwKPDYFEN038673556525628374151,1657104733911,1657104735137,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1657104734148,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
M6652485786520103700587836186603,1657107224154,1657107225354,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1657104736946,,,1657107225354,0,2488408,0,0,0,,0,0,0,0.0,0.0,0.0,,
83775684430034743653853772335414,1657109655321,1657109655129,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1657108379534,,,0,0,0,0,0,0,both,0,0,0,0.0,390.0,0.0,,
rhnltsO4380602453628126352171188,1657110112527,1657110112390,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,bottle,1657110110010,,,0,0,0,0,0,0,,0,0,0,0.0,190.0,0.0,,
ofdpakvptiaewsdvHGAU185508245564,1657116368687,1657116368544,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,sleeping,1657114200000,,,1657116368544,0,2168544,0,0,0,,0,0,0,0.0,0.0,0.0,,
oqfykpdpyehafnpuwhvVLVLVFNXC4421,1657116795000,1657116794770,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1657116793771,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
O5526380822331712441023465278871,1657119121140,1657119121038,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1657117789201,,,1657119121038,0,1331837,0,0,0,,0,0,0,0.0,0.0,0.0,,
xffdkgqerryxjhexSQKGFGUTALTGHC32,1657120435124,1657120434966,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,bottle,1657120433967,,,0,0,0,0,0,0,,0,0,0,0.0,190.0,0.0,,
